Word,Furigana,Romaji,JLPT,Hinshi,Golongan Kata Kerja,Bentuk Masu,Bentuk Negatif,Bentuk Lampau,Bentuk Te,Bentuk Potensial,Bentuk Keinginan,Bentuk Perintah,Bentuk Ajakan,Bentuk Kondisional,Bentuk Pasif,Bentuk Kausatif,Indonesia Meaning
越す,こす,kosu,JLPT N3,Verb,Godan (Group 1),越します,越さない,越した,越して,越せる,越したい,越せ,越そう,越せば,越される,越させる,menyeberangi (misalnya gunung); melewati
異なる,ことなる,kotonaru,JLPT N3,Verb,Godan (Group 1),異なります,異ならない,異なった,異なって,異なれる,異なりたい,異なれ,異なろう,異なれば,異なられる,異ならせる,berbeda pendapat; bervariasi
断る,ことわる,kotowaru,JLPT N3,Verb,Godan (Group 1),断ります,断らない,断った,断って,断れる,断りたい,断れ,断ろう,断れば,断られる,断らせる,menolak; menolak
行動する,こうどうする,koudousuru,JLPT N3,Verb,Suru (Group 3),行動します,行動しない,行動した,行動して,行動できる,行動したい,行動しろ,行動しよう,行動すれば,行動される,行動させる,tindakan; perilaku
講演する,こうえんする,kouensuru,JLPT N3,Verb,Suru (Group 3),講演します,講演しない,講演した,講演して,講演できる,講演したい,講演しろ,講演しよう,講演すれば,講演される,講演させる,kuliah; pidato
攻撃する,こうげきする,kougekisuru,JLPT N3,Verb,Suru (Group 3),攻撃します,攻撃しない,攻撃した,攻撃して,攻撃できる,攻撃したい,攻撃しろ,攻撃しよう,攻撃すれば,攻撃される,攻撃させる,serangan; pukulan
交換する,こうかんする,koukansuru,JLPT N3,Verb,Suru (Group 3),交換します,交換しない,交換した,交換して,交換できる,交換したい,交換しろ,交換しよう,交換すれば,交換される,交換させる,pertukaran; tukar-menukar
貢献する,こうけんする,koukensuru,JLPT N3,Verb,Suru (Group 3),貢献します,貢献しない,貢献した,貢献して,貢献できる,貢献したい,貢献しろ,貢献しよう,貢献すれば,貢献される,貢献させる,"kontribusi (melanjutkan tujuan atau tujuan); layanan (untuk suatu tujuan)  こうけん: news1, nf02. terjemahan: berita1, nf02."
広告する,こうこくする,koukokusuru,JLPT N3,Verb,Suru (Group 3),広告します,広告しない,広告した,広告して,広告できる,広告したい,広告しろ,広告しよう,広告すれば,広告される,広告させる,iklan
考慮する,こうりょする,kouryosuru,JLPT N3,Verb,Suru (Group 3),考慮します,考慮しない,考慮した,考慮して,考慮できる,考慮したい,考慮しろ,考慮しよう,考慮すれば,考慮される,考慮させる,pertimbangan; memperhitungkan
交際する,こうさいする,kousaisuru,JLPT N3,Verb,Suru (Group 3),交際します,交際しない,交際した,交際して,交際できる,交際したい,交際しろ,交際しよう,交際すれば,交際される,交際させる,perusahaan; persahabatan
構成する,こうせいする,kouseisuru,JLPT N3,Verb,Suru (Group 3),構成します,構成しない,構成した,構成して,構成できる,構成したい,構成しろ,構成しよう,構成すれば,構成される,構成させる,organisasi; susunan organisasi
区別する,くべつする,kubetsusuru,JLPT N3,Verb,Suru (Group 3),区別します,区別しない,区別した,区別して,区別できる,区別したい,区別しろ,区別しよう,区別すれば,区別される,区別させる,perbedaan; pembedaan
下さる,くださる,kudasaru,JLPT N3,Verb,Godan (Group 1),下さります,下さらない,下さった,下さって,下される,下さりたい,下され,下さろう,下されば,下さられる,下さらせる,memberi; menganugerahkan
組む,くむ,kumu,JLPT N3,Verb,Godan (Group 1),組みます,組まない,組んだ,組んで,組める,組みたい,組め,組もう,組めば,組まれる,組ませる,menyilangkan (kaki atau lengan); mengaitkan (lengan)
訓練する,くんれんする,kunrensuru,JLPT N3,Verb,Suru (Group 3),訓練します,訓練しない,訓練した,訓練して,訓練できる,訓練したい,訓練しろ,訓練しよう,訓練すれば,訓練される,訓練させる,latihan; berlatih
暮らす,くらす,kurasu,JLPT N3,Verb,Godan (Group 1),暮らします,暮らさない,暮らした,暮らして,暮らせる,暮らしたい,暮らせ,暮らそう,暮らせば,暮らされる,暮らさせる,untuk hidup; untuk bergaul dengan baik
繰り返す,くりかえす,kurikaesu,JLPT N3,Verb,Godan (Group 1),繰り返します,繰り返さない,繰り返した,繰り返して,繰り返せる,繰り返したい,繰り返せ,繰り返そう,繰り返せば,繰り返される,繰り返させる,Mengulangi; melakukan sesuatu lagi
苦労する,くろうする,kurousuru,JLPT N3,Verb,Suru (Group 3),苦労します,苦労しない,苦労した,苦労して,苦労できる,苦労したい,苦労しろ,苦労しよう,苦労すれば,苦労される,苦労させる,masalah; kesulitan
苦しむ,くるしむ,kurushimu,JLPT N3,Verb,Godan (Group 1),苦しみます,苦しまない,苦しんだ,苦しんで,苦しめる,苦しみたい,苦しめ,苦しもう,苦しめば,苦しまれる,苦しませる,menderita; mengerang
狂う,くるう,kuruu,JLPT N3,Verb,Godan (Group 1),狂います,狂わない,狂った,狂って,狂える,狂いたい,狂え,狂おう,狂えば,狂われる,狂わせる,menjadi gila
腐る,くさる,kusaru,JLPT N3,Verb,Godan (Group 1),腐ります,腐らない,腐った,腐って,腐れる,腐りたい,腐れ,腐ろう,腐れば,腐られる,腐らせる,membusuk; menjadi buruk
食う,くう,kuu,JLPT N3,Verb,Godan (Group 1),食います,食わない,食った,食って,食える,食いたい,食え,食おう,食えば,食われる,食わせる,untuk makan
加わる,くわわる,kuwawaru,JLPT N3,Verb,Godan (Group 1),加わります,加わらない,加わった,加わって,加われる,加わりたい,加われ,加わろう,加われば,加わられる,加わらせる,untuk ditambahkan; untuk dilampirkan
キャンプする,キャンプする,kyanpusuru,JLPT N3,Verb,Suru (Group 3),キャンプします,キャンプしない,キャンプした,キャンプして,キャンプできる,キャンプしたい,キャンプしろ,キャンプしよう,キャンプすれば,キャンプされる,キャンプさせる,"kamp  キャンプ: gai1, ichi1."
強調する,きょうちょうする,kyouchousuru,JLPT N3,Verb,Suru (Group 3),強調します,強調しない,強調した,強調して,強調できる,強調したい,強調しろ,強調しよう,強調すれば,強調される,強調させる,penekanan; sorotan
共同する,きょうどうする,kyoudousuru,JLPT N3,Verb,Suru (Group 3),共同します,共同しない,共同した,共同して,共同できる,共同したい,共同しろ,共同しよう,共同すれば,共同される,共同させる,melakukan bersama (sebagai setara); berbagi
恐怖する,きょうふする,kyoufusuru,JLPT N3,Verb,Suru (Group 3),恐怖します,恐怖しない,恐怖した,恐怖して,恐怖できる,恐怖したい,恐怖しろ,恐怖しよう,恐怖すれば,恐怖される,恐怖させる,ketakutan; kengerian
競技する,きょうぎする,kyougisuru,JLPT N3,Verb,Suru (Group 3),競技します,競技しない,競技した,競技して,競技できる,競技したい,競技しろ,競技しよう,競技すれば,競技される,競技させる,permainan; cocok
供給する,きょうきゅうする,kyoukyuusuru,JLPT N3,Verb,Suru (Group 3),供給します,供給しない,供給した,供給して,供給できる,供給したい,供給しろ,供給しよう,供給すれば,供給される,供給させる,pasokan; penyediaan
協力する,きょうりょくする,kyouryokusuru,JLPT N3,Verb,Suru (Group 3),協力します,協力しない,協力した,協力して,協力できる,協力したい,協力しろ,協力しよう,協力すれば,協力される,協力させる,kerja sama; kolaborasi
救助する,きゅうじょする,kyuujosuru,JLPT N3,Verb,Suru (Group 3),救助します,救助しない,救助した,救助して,救助できる,救助したい,救助しろ,救助しよう,救助すれば,救助される,救助させる,lega; bantuan
休憩する,きゅうけいする,kyuukeisuru,JLPT N3,Verb,Suru (Group 3),休憩します,休憩しない,休憩した,休憩して,休憩できる,休憩したい,休憩しろ,休憩しよう,休憩すれば,休憩される,休憩させる,istirahat; jeda
吸収する,きゅうしゅうする,kyuushuusuru,JLPT N3,Verb,Suru (Group 3),吸収します,吸収しない,吸収した,吸収して,吸収できる,吸収したい,吸収しろ,吸収しよう,吸収すれば,吸収される,吸収させる,penyerapan; daya hisap
任せる,まかせる,makaseru,JLPT N3,Verb,Ichidan (Group 2),任せます,任せない,任せた,任せて,任せられる,任せたい,任せろ,任せよう,任せれば,任せられる,任せさせる,"untuk mempercayakan (misalnya, suatu tugas) kepada orang lain; untuk menyerahkan kepada"
守る,まもる,mamoru,JLPT N3,Verb,Godan (Group 1),守ります,守らない,守った,守って,守れる,守りたい,守れ,守ろう,守れば,守られる,守らせる,untuk melindungi; untuk menjaga
学ぶ,まなぶ,manabu,JLPT N3,Verb,Godan (Group 1),学びます,学ばない,学んだ,学んで,学べる,学びたい,学べ,学ぼう,学べば,学ばれる,学ばせる,untuk mempelajari (secara mendalam); untuk belajar
招く,まねく,maneku,JLPT N3,Verb,Godan (Group 1),招きます,招かない,招いた,招いて,招ける,招きたい,招け,招こう,招けば,招かれる,招かせる,mengundang; meminta
真似する,まねする,manesuru,JLPT N3,Verb,Suru (Group 3),真似します,真似しない,真似した,真似して,真似できる,真似したい,真似しろ,真似しよう,真似すれば,真似される,真似させる,meniru; menyalin
満足する,まんぞくする,manzokusuru,JLPT N3,Verb,Suru (Group 3),満足します,満足しない,満足した,満足して,満足できる,満足したい,満足しろ,満足しよう,満足すれば,満足される,満足させる,kepuasan; rasa puas
増す,ます,masu,JLPT N3,Verb,Godan (Group 1),増します,増さない,増した,増して,増せる,増したい,増せ,増そう,増せば,増される,増させる,meningkat; tumbuh
マスター,マスター,masuta-,JLPT N3,Verb,Suru (Group 3),マスします,マスしない,マスした,マスして,マスできる,マスしたい,マスしろ,マスしよう,マスすれば,マスされる,マスさせる,menguasai; mempelajari
回す,まわす,mawasu,JLPT N3,Verb,Godan (Group 1),回します,回さない,回した,回して,回せる,回したい,回せ,回そう,回せば,回される,回させる,berputar; berotasi
命じる,めいじる,meijiru,JLPT N3,Verb,Ichidan (Group 2),命じます,命じない,命じた,命じて,命じられる,命じたい,命じろ,命じよう,命じれば,命じられる,命じさせる,untuk memberi perintah; untuk memerintah
命令する,めいれいする,meireisuru,JLPT N3,Verb,Suru (Group 3),命令します,命令しない,命令した,命令して,命令できる,命令したい,命令しろ,命令しよう,命令すれば,命令される,命令させる,perintah; komando
メモする,メモする,memosuru,JLPT N3,Verb,Suru (Group 3),メモします,メモしない,メモした,メモして,メモできる,メモしたい,メモしろ,メモしよう,メモすれば,メモされる,メモさせる,memo; catatan
満ちる,みちる,michiru,JLPT N3,Verb,Ichidan (Group 2),満ちます,満ちない,満ちた,満ちて,満ちられる,満ちたい,満ちろ,満ちよう,満ちれば,満ちられる,満ちさせる,menjadi penuh
味方する,みかたする,mikatasuru,JLPT N3,Verb,Suru (Group 3),味方します,味方しない,味方した,味方して,味方できる,味方したい,味方しろ,味方しよう,味方すれば,味方される,味方させる,teman; sekutu
見舞いする,みまいする,mimaisuru,JLPT N3,Verb,Suru (Group 3),見舞いします,見舞いしない,見舞いした,見舞いして,見舞いできる,見舞いしたい,見舞いしろ,見舞いしよう,見舞いすれば,見舞いされる,見舞いさせる,mengunjungi orang sakit atau yang sedang menderita; menulis surat ucapan semoga cepat sembuh
ミスする,ミスする,misusuru,JLPT N3,Verb,Suru (Group 3),ミスします,ミスしない,ミスした,ミスして,ミスできる,ミスしたい,ミスしろ,ミスしよう,ミスすれば,ミスされる,ミスさせる,kesalahan; kekeliruan
認める,みとめる,mitomeru,JLPT N3,Verb,Ichidan (Group 2),認めます,認めない,認めた,認めて,認められる,認めたい,認めろ,認めよう,認めれば,認められる,認めさせる,mengenali; menyadari
持ち上げる,もちあげる,mochiageru,JLPT N3,Verb,Ichidan (Group 2),持ち上げます,持ち上げない,持ち上げた,持ち上げて,持ち上げられる,持ち上げたい,持ち上げろ,持ち上げよう,持ち上げれば,持ち上げられる,持ち上げさせる,untuk meninggikan; untuk mengangkat
